,template_name,task_type,filename,original_template,human_translation,gpt_few_shot,gpt_one_shot,gpt_zero_shot,mistral_few_shot,mistral_zero_shot
164,convert_to_star_rating,multiple-choice question answering,app_reviews.yaml,"What would be the ★-rating of this review (★ being the lowest and ★★★★★ being the highest)? ""{{review}}""
|||
{{answer_choices[star-1]}}","
Quale dovrebbe essere la valutazione in â˜… di questa recensione (essendo â˜… il minimo e â˜…â˜…â˜…â˜…â˜… il massimo)? ""{{review}}""
|||
{{answer_choices[star-1]}}
","Quale sarebbe la valutazione in â˜… di questa recensione (â˜… essendo la piÃ¹ bassa e â˜…â˜…â˜…â˜…â˜… essendo la piÃ¹ alta)? ""{{review}}""
|||
{{answer_choices[star-1]}}","Quale sarebbe la valutazione â˜… di questa recensione (â˜… essendo la piÃ¹ bassa e â˜…â˜…â˜…â˜…â˜… essendo la piÃ¹ alta)? ""{{review}}""
|||
{{answer_choices[star-1]}}","Quale sarebbe la valutazione â˜… di questa recensione (â˜… essendo la piÃ¹ bassa e â˜…â˜…â˜…â˜…â˜… la piÃ¹ alta)? ""{{review}}""
|||
{{answer_choices[star-1]}}","Quale sarebbe il voto ★ di questa recensione (★ essendo il più basso e ★★★★★ il più alto)? ""{{review}}""
|||
{{answer_choices[star-1]}}","Quale sarebbe la valutazione ★ di questa recensione (★ indicando il più basso e ★★★★★ il più alto)? ""{{review}}""
|||
{{answer_choices[stella-1]}}"
165,convert_to_rating,question answering without choices,app_reviews.yaml,"On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""{{review}}""
|||
{{star}}","
In una scala da 1 a 5 (essendo 1 il meno favorevole e 5 il piÃ¹ favorevole), come giudicheresti questa recensione? ""{{review}}""
|||
{{star}}
","Su una scala da 1 a 5 (con 1 che Ã¨ il meno favorevole e 5 che Ã¨ il piÃ¹ favorevole), come valuteresti questa recensione? ""{{review}}""
|||
{{star}}","Su una scala da 1 a 5 (con 1 che rappresenta il giudizio meno favorevole e 5 il giudizio piÃ¹ favorevole), come valuteresti questa recensione? ""{{review}}""
|||
{{star}}","Su una scala da 1 a 5 (con 1 che rappresenta il giudizio meno favorevole e 5 il giudizio piÃ¹ favorevole), come valuteresti questa recensione? ""{{review}}""
|||
{{star}}","Su una scala da 1 a 5 (con 1 meno favorevole e 5 più favorevole), come ti piacerebbe valutare questa recensione? ""{{review}}""
|||
{{star}}","Sulla scala da 1 a 5 (con 1 meno favorevole e 5 più favorevole), come ti sarebbe piaciuto valutare questa recensione? ""{{review}}""
|||
{{star}}"
166,Movie Expressed Sentiment 2,sentiment,imdb.yaml,The following movie review expresses what sentiment? {{text}} ||| {{ answer_choices [label] }},"
Quale sentimento esprime is seguente film? {{text}} ||| {{ answer_choices [label] }}
",La seguente recensione di un film esprime quale sentimento? {{text}} ||| {{ answer_choices [label] }},La seguente recensione del film esprime quale sentimento? {{text}} ||| {{ answer_choices [label] }},La seguente recensione del film esprime quale sentimento? {{text}} ||| {{ answer_choices [label] }},Il seguente recensione di film esprime quale sentimento? {{text}} ||| {{ answer_choices [label] }},La seguente recensione di film esprime quale sentimento? {{text}} ||| {{ answer_choices [label] }}
167,Reviewer Opinion bad good choices,sentiment,imdb.yaml,"{{text}} Did the reviewer find this movie {{""good or bad""}}? ||| {{ answer_choices [label] }}","
{{text}} Il recensore ha trovato questo film {{""bello o brutto""}}? ||| {{ answer_choices [label] }}
","{{text}} Il recensore ha trovato questo film {{""buono o cattivo""}}? ||| {{ answer_choices [label] }}","{{text}} Il revisore ha trovato questo film {{""buono o cattivo""}}? ||| {{ answer_choices [label] }}","{{text}} Il revisore ha trovato questo film {{""buono o cattivo""}}? ||| {{ answer_choices [label] }}","{{text}} L'autore della recensione ha trovato questo film {{""buono o cattivo""}}? ||| {{ answer_choices [label] }}","{{text}} Il critico ha trovato questo film {{""buono o cattivo""}}? ||| {{ answer_choices [label] }}"
168,Reviewer Sentiment Feeling,sentiment,imdb.yaml,{{text}} How does the viewer feel about the movie? ||| {{ answer_choices [label] }},"
{{text}} Come si sente lo spettatore riguardo al film? ||| {{ answer_choices [label] }}
",{{text}} Come si sente lo spettatore riguardo al film? ||| {{ answer_choices [label] }},{{text}} Come si sente lo spettatore riguardo al film? ||| {{ answer_choices [label] }},{{text}} Come si sente lo spettatore riguardo al film? ||| {{ answer_choices [label] }},{{text}} Quale è l'impressione del pubblico sul film? ||| {{ answer_choices [label] }},{{text}} Come il telespettatore si sente riguardo al film? ||| {{ answer_choices [label] }}
169,Writer Expressed Sentiment,sentiment,imdb.yaml,{{text}} What sentiment does the writer express for the movie? ||| {{ answer_choices [label] }},"
{{text}} Quali sentimenti esprime l'autore riguardo al film? ||| {{ answer_choices [label] }}
",{{text}} Quale sentimento esprime lo scrittore per il film? ||| {{ answer_choices [label] }},{{text}} Quale sentimento esprime lo scrittore per il film? ||| {{ answer_choices [label] }},{{text}} Quale sentimento esprime lo scrittore per il film? ||| {{ answer_choices [label] }},{{text}} Quale sentimento l'autore esprime per il film? ||| {{ answer_choices [label] }},📝 Quale sentimento esprime l'autore per il film? ||| {{ answer_choices [label] }}
170,Movie Expressed Sentiment,sentiment,imdb.yaml,{{text}} The sentiment expressed for the movie is ||| {{ answer_choices [label] }},"
{{text}} Il sentimento espresso dal film Ã¨ ||| {{ answer_choices [label] }}
",{{text}} Il sentimento espresso per il film Ã¨ ||| {{ answer_choices [label] }},{{text}} Il sentimento espresso per il film Ã¨ ||| {{ answer_choices [label] }},{{text}} Il sentimento espresso per il film Ã¨ ||| {{ answer_choices [label] }},Il sentimento espresso per il film è ||| {{ answer_choices [label] }},{{text}} L'opinione espressa per il film è ||| {{ answer_choices [label] }}
171,Text Expressed Sentiment,sentiment,imdb.yaml,{{text}} What is the sentiment expressed in this text? ||| {{ answer_choices [label] }},"
{{text}} Qual Ã¨ il sentimento espresso in questo testo? ||| {{ answer_choices [label] }}
",{{text}} Qual Ã¨ il sentimento espresso in questo testo? ||| {{ answer_choices [label] }},{{text}} Qual Ã¨ il sentimento espresso in questo testo? ||| {{ answer_choices [label] }},{{text}} Qual Ã¨ il sentimento espresso in questo testo? ||| {{ answer_choices [label] }},{{text}} Quale sentimento è espresso in questo testo? ||| {{ answer_choices [label] }},📝 {{text}} Quale è l'espressione di sentimento contenuta in questo testo? ||| {{ answer_choices [label] }}
172,Negation template for positive and negative,sentiment,imdb.yaml,{{text}} This is definitely not a ||| {{ answer_choices [1-label]}} review.,"
{{text}} Questa non Ã¨ decisamente una recensione ||| {{ answer_choices [1-label]}} .
",{{text}} Questa non Ã¨ sicuramente una ||| {{ answer_choices [1-label]}} recensione.,{{text}} Questo non Ã¨ sicuramente una ||| {{ answer_choices [1-label]}} recensione.,{{text}} Questo non Ã¨ sicuramente una ||| {{ answer_choices [1-label]}} recensione.,{{text}} Questo è senza dubbio non una recensione ||| {{ answer_choices [1-label]}}.,📝 Questo non è senza dubbio una recensione di ||| {{ answer_choices [1-label} }}.
173,Reviewer Enjoyment Yes No,sentiment,imdb.yaml,{{text}} Did the reviewer enjoy the movie? ||| {{ answer_choices [label] }},"
{{text}} Il recensore ha apprezzato il film? ||| {{ answer_choices [label] }}
",{{text}} Il recensore ha apprezzato il film? ||| {{ answer_choices [label] }},{{text}} Il recensore ha apprezzato il film? ||| {{ answer_choices [label] }},{{text}} Il revisore ha apprezzato il film? ||| {{ answer_choices [label] }},{{text}} L'autore ha apprezzato il film? ||| {{ answer_choices [label] }},📺 {{text}} L'ha piaciuto il film alla recensore? ||| {{ answer_choices [label] }}
174,Reviewer Expressed Sentiment,sentiment,imdb.yaml,{{text}} What is the sentiment expressed by the reviewer for the movie? ||| {{ answer_choices [label] }},"
{{text}} Qual Ã¨ il sentimento espresso dal recensore riguardo al film? ||| {{ answer_choices [label] }}
",{{text}} Qual Ã¨ il sentimento espresso dal recensore per il film? ||| {{ answer_choices [label] }},{{text}} Qual Ã¨ il sentimento espresso dal recensore per il film? ||| {{ answer_choices [label] }},{{text}} Qual Ã¨ il sentimento espresso dal recensore per il film? ||| {{ answer_choices [label] }},{{text}} Quale sentimento esprime il recensore per il film? ||| {{ answer_choices [label] }},📝 {{text}} Quale sentimento esprime il recensore per il film? ||| {{ answer_choices [label] }}
175,Reviewer Enjoyment,sentiment,imdb.yaml,{{text}} How does the reviewer feel about the movie? ||| {{ answer_choices [label] }},"
{{text}} Come si sente il recensore riguardo al film? ||| {{ answer_choices [label] }}
",{{text}} Come si sente il recensore riguardo al film? ||| {{ answer_choices [label] }},{{text}} Come si sente il recensore riguardo al film? ||| {{ answer_choices [label] }},{{text}} Come si sente il recensore riguardo al film? ||| {{ answer_choices [label] }},{{text}} Qual è l'opinione del recensore sul film? ||| {{ answer_choices [label] }},📝 Qual è l'opinione del critico sul film? ||| {{ answer_choices [label] }}
176,Reviewer Opinion bad good choices,sentiment,rotten_tomatoes.yaml,"{{text}} Did the reviewer find this movie {{""good or bad""}}? ||| {{ answer_choices [label] }}","
{{text}} Il recensore ha trovato il film {{""bello o brutto""}}? ||| {{ answer_choices [label] }}
","{{text}} Il recensore ha trovato questo film {{""buono o cattivo""}}? ||| {{ answer_choices [label] }}","{{text}} Il revisore ha trovato questo film {{""buono o cattivo""}}? ||| {{ answer_choices [label] }}","{{text}} Il revisore ha trovato questo film {{""buono o cattivo""}}? ||| {{ answer_choices [label] }}","{{text}} L'autore della recensione ha trovato questo film {{""buono o cattivo""}}? ||| {{ answer_choices [label] }}","{{text}} Il critico ha trovato questo film {{""buono o cattivo""}}? ||| {{ answer_choices [label] }}"
177,Text Expressed Sentiment,sentiment,rotten_tomatoes.yaml,{{text}} What is the sentiment expressed in this text? ||| {{ answer_choices [label] }},"
{{text}} Qual Ã¨ il sentimento espresso in questo testo? ||| {{ answer_choices [label] }}
",{{text}} Qual Ã¨ il sentimento espresso in questo testo? ||| {{ answer_choices [label] }},{{text}} Qual Ã¨ il sentimento espresso in questo testo? ||| {{ answer_choices [label] }},{{text}} Qual Ã¨ il sentimento espresso in questo testo? ||| {{ answer_choices [label] }},{{text}} Quale sentimento è espresso in questo testo? ||| {{ answer_choices [label] }},📝 {{text}} Quale è l'espressione di sentimento contenuta in questo testo? ||| {{ answer_choices [label] }}
178,Reviewer Enjoyment Yes No,sentiment,rotten_tomatoes.yaml,{{text}} Did the reviewer enjoy the movie? ||| {{ answer_choices [label] }},"
{{text}} Il recensore ha apprezzato il film? ||| {{ answer_choices [label] }}
",{{text}} Il recensore ha apprezzato il film? ||| {{ answer_choices [label] }},{{text}} Il recensore ha apprezzato il film? ||| {{ answer_choices [label] }},{{text}} Il revisore ha apprezzato il film? ||| {{ answer_choices [label] }},{{text}} L'autore ha apprezzato il film? ||| {{ answer_choices [label] }},📺 {{text}} L'ha piaciuto il film alla recensore? ||| {{ answer_choices [label] }}
179,Reviewer Enjoyment,sentiment,rotten_tomatoes.yaml,{{text}} How does the reviewer feel about the movie? ||| {{ answer_choices [label] }},"
{{text}} Come si sente il recensore riguardo al film? ||| {{ answer_choices [label] }}
",{{text}} Come si sente il recensore riguardo al film? ||| {{ answer_choices [label] }},{{text}} Come si sente il recensore riguardo al film? ||| {{ answer_choices [label] }},{{text}} Come si sente il recensore riguardo al film? ||| {{ answer_choices [label] }},{{text}} Qual è l'opinione del recensore sul film? ||| {{ answer_choices [label] }},📝 Qual è l'opinione del critico sul film? ||| {{ answer_choices [label] }}
180,Movie Expressed Sentiment,sentiment,rotten_tomatoes.yaml,{{text}} The sentiment expressed for the movie is ||| {{ answer_choices [label] }},"
{{text}} Il sentimento espresso dal film Ã¨ ||| {{ answer_choices [label] }}
",{{text}} Il sentimento espresso per il film Ã¨ ||| {{ answer_choices [label] }},{{text}} Il sentimento espresso per il film Ã¨ ||| {{ answer_choices [label] }},{{text}} Il sentimento espresso per il film Ã¨ ||| {{ answer_choices [label] }},Il sentimento espresso per il film è ||| {{ answer_choices [label] }},{{text}} L'opinione espressa per il film è ||| {{ answer_choices [label] }}
181,Writer Expressed Sentiment,sentiment,rotten_tomatoes.yaml,{{text}} What sentiment does the writer express for the movie? ||| {{ answer_choices [label] }},"
{{text}} Quale sentimento esprime l'autore riguardo al film? ||| {{ answer_choices [label] }}
",{{text}} Quale sentimento esprime lo scrittore per il film? ||| {{ answer_choices [label] }},{{text}} Quale sentimento esprime lo scrittore per il film? ||| {{ answer_choices [label] }},{{text}} Quale sentimento esprime lo scrittore per il film? ||| {{ answer_choices [label] }},{{text}} Quale sentimento l'autore esprime per il film? ||| {{ answer_choices [label] }},📝 Quale sentimento esprime l'autore per il film? ||| {{ answer_choices [label] }}
182,Movie Expressed Sentiment 2,sentiment,rotten_tomatoes.yaml,The following movie review expresses what sentiment? {{text}} ||| {{ answer_choices [label] }},"
Quale sentimento esprime la seguente recensione cinematografica? {{text}} ||| {{ answer_choices [label] }}
",La seguente recensione di un film esprime quale sentimento? {{text}} ||| {{ answer_choices [label] }},La seguente recensione di film esprime quale sentimento? {{text}} ||| {{ answer_choices [label] }},La seguente recensione del film esprime quale sentimento? {{text}} ||| {{ answer_choices [label] }},Il seguente recensione di film esprime quale sentimento? {{text}} ||| {{ answer_choices [label] }},La seguente recensione di film esprime quale sentimento? {{text}} ||| {{ answer_choices [label] }}
183,Reviewer Expressed Sentiment,sentiment,rotten_tomatoes.yaml,{{text}} What is the sentiment expressed by the reviewer for the movie? ||| {{ answer_choices [label] }},"
{{text}} Qual Ã¨ il sentimento espresso dal recensore per il film? ||| {{ answer_choices [label] }}
",{{text}} Qual Ã¨ il sentimento espresso dal recensore per il film? ||| {{ answer_choices [label] }},{{text}} Qual Ã¨ il sentimento espresso dal recensore per il film? ||| {{ answer_choices [label] }},{{text}} Qual Ã¨ il sentimento espresso dal recensore per il film? ||| {{ answer_choices [label] }},{{text}} Quale sentimento esprime il recensore per il film? ||| {{ answer_choices [label] }},📝 {{text}} Quale sentimento esprime il recensore per il film? ||| {{ answer_choices [label] }}
184,Reviewer Sentiment Feeling,sentiment,rotten_tomatoes.yaml,{{text}} How does the viewer feel about the movie? ||| {{ answer_choices [label] }},"
{{text}} Come si sente lo spettatore riguardo al film? ||| {{ answer_choices [label] }}
",{{text}} Come si sente lo spettatore riguardo al film? ||| {{ answer_choices [label] }},{{text}} Come si sente lo spettatore riguardo al film? ||| {{ answer_choices [label] }},{{text}} Come si sente lo spettatore riguardo al film? ||| {{ answer_choices [label] }},{{text}} Quale è l'impressione del pubblico sul film? ||| {{ answer_choices [label] }},{{text}} Come il telespettatore si sente riguardo al film? ||| {{ answer_choices [label] }}
185,so_i_would,sentiment,yelp_review_full.yaml,"{{ text }}
So I would like to give it ||| {{ answer_choices[label] }}","
{{ text }}
Quindi vorrei dargli ||| {{ answer_choices[label] }}
","{{ text }}
Quindi vorrei darlo ||| {{ answer_choices[label] }}","{{ text }}
Quindi vorrei darlo ||| {{ answer_choices[label] }}","{{ text }}
Quindi vorrei darlo ||| {{ answer_choices[label] }}",Così vorrei darglielo ||| {{ answer_choices[label] }},Mi piacerebbe dargli ||| {{ answer_choices[label] }}
186,based_on_that,sentiment,yelp_review_full.yaml,"{{ text }}
===
Based on that, my rating is ||| {{ answer_choices[label] }}","
{{ text }}
===
Basandomi su questo, il mio voto Ã¨ ||| {{ answer_choices[label] }}
","{{ text }}
===
In base a ciÃ², la mia valutazione Ã¨ ||| {{ answer_choices[label] }}","{{ text }}
===
In base a ciÃ², la mia valutazione Ã¨ ||| {{ answer_choices[label] }}","{{ text }}
===
In base a ciÃ², la mia valutazione Ã¨ ||| {{ answer_choices[label] }}","In base a quello, il mio voto è ||| {{ answer_choices[label] }}","In base a ciò, il mio voto è ||| {{ answer_choices[label] }}"
187,format_star,sentiment,yelp_review_full.yaml,"Review text:
{{ text }}

Stars: |||
{{ answer_choices[label] }}","
Recensisci il testo:
{{ text }}

Protagonisti: |||
{{ answer_choices[label] }}
","Testo di revisione:  
{{ text }}  

Stelle: |||  
{{ answer_choices[label] }}","Testo di revisione:  
{{ text }} 

Stelle: |||  
{{ answer_choices[label] }}","Testo della recensione:  
{{ text }}  

Stelle: |||  
{{ answer_choices[label] }}","Recensione testo:
{{ text }}

Stelle: |||
{{ answer_choices[label] }}","Recensione testo:
{{ text }}

Stelle: |||
{{ answer_choices[label] }}"
188,this_place,sentiment,yelp_review_full.yaml,{{ text }} My rating for this place is ||| {{ answer_choices[label] }},"
{{ text }} Il mio voto per questo posto Ã¨ ||| {{ answer_choices[label] }}
",{{ text }} La mia valutazione per questo posto Ã¨ ||| {{ answer_choices[label] }},{{ text }} La mia valutazione per questo posto Ã¨ ||| {{ answer_choices[label] }},{{ text }} La mia valutazione per questo posto Ã¨ ||| {{ answer_choices[label] }},{{ text }} La mia valutazione per questo posto è ||| {{ answer_choices[label] }},📝 La mia valutazione per questo luogo è ||| {{ answer_choices[label] }}
189,format_score,sentiment,yelp_review_full.yaml,"Review text:
{{ text }}

Review score (between 1 and 5): |||
{{ answer_choices[label] }}","
Testo della recensione:
{{ text }}

Punteggio della recensione (tra 1 e 5): |||
{{ answer_choices[label] }}
","Testo della recensione:  
{{ text }}  

Punteggio della recensione (tra 1 e 5): |||  
{{ answer_choices[label] }}","Testo di revisione:  
{{ text }}

Punteggio di revisione (tra 1 e 5): |||  
{{ answer_choices[label] }}","Testo della recensione:  
{{ text }}  

Punteggio della recensione (tra 1 e 5): |||  
{{ answer_choices[label] }}","Valutazione testo:
{{ text }}

Valutazione (da 1 a 5): |||
{{ answer_choices[label] }}","Recensione testo:
{{ text }}

Punteggio della recensione (da 1 a 5): |||
{{ answer_choices[label] }}"
190,on_a_scale,sentiment,yelp_review_full.yaml,"Review: {{text}}
On a scale of 1 to 5, I would give this product ||| {{ answer_choices[label] }}","
Recensione: {{text}}
In una scala da 1 a 5, a questo prodotto darei ||| {{ answer_choices[label] }}
","Recensione: {{text}}  
Su una scala da 1 a 5, darei a questo prodotto ||| {{ answer_choices[label] }}","Revisione: {{text}}  
Su una scala da 1 a 5, darei a questo prodotto ||| {{ answer_choices[label] }}","Recensione: {{text}}  
Su una scala da 1 a 5, darei a questo prodotto ||| {{ answer_choices[label] }}","Recensione: {{text}}
Su una scala da 1 a 5, darei a questo prodotto ||| {{ answer_choices[label] }}","Recensione: {{text}}
Su una scala da 1 a 5, ho dato a questo prodotto ||| {{ answer_choices[label] }}"
191,format_rating,sentiment,yelp_review_full.yaml,"Review text:
{{ text }}

Review rating: |||
{{ answer_choices[label] }}","
Testo della recensione:
{{ text }}

Punteggio della recensione: |||
{{ answer_choices[label] }}
","Testo della recensione:  
{{ text }}  

Valutazione della recensione: |||  
{{ answer_choices[label] }}","Testo della recensione:  
{{ text }}

Valutazione della recensione: |||  
{{ answer_choices[label] }}","Testo della recensione:  
{{ text }}

Valutazione della recensione: |||  
{{ answer_choices[label] }}","Valutazione testo:
{{ text }}

Valutazione: |||
{{ answer_choices[label] }}","Recensione testo:
{{ text }}

Valutazione recensione: |||
{{ answer_choices[label] }}"
192,write_an_outline,summarization,cnn_dailymail_3.0.0.yaml,"Can you write an outline of the following article in a few points?

Article: {{article}}|||
{{highlights}}","
Potresti scrivere il contenuto generale del seguente articolo in pochi punti?

Articolo: {{article}}|||
{{highlights}}
","Puoi scrivere un riassunto del seguente articolo in pochi punti?

Articolo: {{article}}|||
{{highlights}}","Puoi scrivere un riassunto del seguente articolo in pochi punti?

Articolo: {{article}}|||
{{highlights}}","Puoi scrivere un'outline del seguente articolo in pochi punti?

Articolo: {{article}}|||
{{highlights}}","Puoi scrivere un riassunto delle seguenti linee guida in pochi punti?

Articolo: {{article}}|||
{{highlights}}","Puoi scrivere un riassunto a punti dell'articolo seguente?

Articolo: {{article}}|||
{{highlights}}"
193,news_summary,summarization,cnn_dailymail_3.0.0.yaml,"Summarise the article:

{{article}} |||
{{highlights}}","
Riassumi l'articolo:

{{article}} |||
{{highlights}}
","Riassumi l'articolo:

{{article}} |||  
{{highlights}}","Riassumi l'articolo:

{{article}} |||
{{highlights}}","Riassumi l'articolo:

{{article}} |||
{{highlights}}","Riassumere l'articolo:

{{article}} |||
{{highlights}}","Riassumo dell'articolo:

{{article}} |||
{{highlights}}"
194,2_or_3_sentences,summarization,cnn_dailymail_3.0.0.yaml,"In 2 or 3 sentences, what are the main points one should remember from this news article?

Article: {{article}} |||
{{highlights}}","
In 2 o 3 frasi, quali sono i punti principali che qualcuno dovrebbe ricordarsi di questo articolo di notizie?

Articolo: {{article}} |||
{{highlights}}
","In 2 o 3 frasi, quali sono i punti principali che si dovrebbero ricordare da questo articolo di notizie?

Articolo: {{article}} ||| 
{{highlights}}","In 2 o 3 frasi, quali sono i punti principali che si dovrebbero ricordare da questo articolo di notizie?

Articolo: {{article}} |||
{{highlights}}","In 2 o 3 frasi, quali sono i punti principali che si dovrebbero ricordare da questo articolo di notizie?

Articolo: {{article}} |||
{{highlights}}","In 2 o 3 frasi, quali sono i punti principali da ricordare da questo articolo di notizie?

Articolo: {{article}} |||
{{highlights}}","In due o tre frasi, quali sono i punti principali da ricordare da questo articolo di notizie?

Articolo: {{article}} |||
{{highlights}}"
195,tldr_summary,summarization,cnn_dailymail_3.0.0.yaml,"Could you please generate a TLDR (Too Long Didn't Read) summary of the following news article?

Article: {{article}} |||
{{highlights}}","
Potresti per favore generare un riassunto TLDR (Too Long Didn't Read) del seguente articolo di notizie?

Articolo: {{article}} |||
{{highlights}}
","Potresti per favore generare un riassunto TLDR (Too Long Didn't Read) del seguente articolo di notizie?

Articolo: {{article}} ||| 
{{highlights}}","Potresti per favore generare un riassunto TLDR (Troppo lungo, non letto) del seguente articolo di notizie?

Articolo: {{article}} |||
{{highlights}}","Potresti per favore generare un riassunto TLDR (Troppo lungo, non letto) del seguente articolo di notizie?

Articolo: {{article}} |||
{{highlights}}","Potresti generare una TLDR (Troppo Lunga Non Ho Letto) della seguente news article?

Articolo: {{article}} |||
{{highlights}}","Potrebbe essere possibile generare una riassunto TLDR (Troppo Lungo Non Ho Letto) della seguente articolo di notizie?

Articolo: {{article}} |||
{{highlights}}"
196,news_card_view,summarization,cnn_dailymail_3.0.0.yaml,"Condense the article down to the essentials to present it in the form of short cards in mobile news apps:

{{article}} |||
{{highlights}}","
Condensa l'articolo fino all'essenziale per presentarlo in forma di un breve pannello su un'app di notizie per telefono:

{{article}} |||
{{highlights}}
","Riduci l'articolo all'essenziale per presentarlo sotto forma di brevi schede nelle app di notizie mobili:

{{article}} ||| 
{{highlights}}","Riduci l'articolo all'essenziale per presentarlo sotto forma di brevi schede nelle app di notizie mobili:

{{article}} ||| 
{{highlights}}","Condensa l'articolo riducendolo all'essenziale per presentarlo sotto forma di brevi schede nelle app di notizie mobili:

{{article}} |||
{{highlights}}","Riassumere l'articolo fino alle essenziali per presentarlo nella forma di cartoline brevi nelle app di notizie per smartphone:

{{article}} |||
{{highlights}}","Condensare l'articolo alle essenziali per presentarlo nella forma di carte brevi nelle app di notizie mobili:

{{articolo}} |||
{{highlights}}"
197,generate_story,text generation,cnn_dailymail_3.0.0.yaml,"Generate a story from key plot points:

{{highlights}} |||
{{article}}","
Genera una storia dagli elementi chiave della trama:

{{highlights}} |||
{{article}}
","Genera una storia a partire dai punti salienti della trama:

{{highlights}} |||
{{article}}","Genera una storia a partire dai punti chiave della trama:

{{highlights}} |||
{{article}}","Genera una storia a partire dai punti chiave della trama:

{{highlights}} |||
{{article}}","Genera una storia a partire dai punti chiave:

{{highlights}} |||
{{article}}","Genera una storia da punti chiave della trama:

{{highlights}} ||||
{{articolo}}"
198,sum_in_brief,summarization,cnn_dailymail_3.0.0.yaml,Sum the following article in brief: {{article}}|||{{highlights}},"
Riassumi brevemente i seguente articolo: {{article}}|||{{highlights}}
",Riassumi brevemente il seguente articolo: {{article}}|||{{highlights}},Riassumi brevemente il seguente articolo: {{article}}|||{{highlights}},Riassumi brevemente il seguente articolo: {{article}}|||{{highlights}},Somma brevemente l'articolo seguente: {{article}}|||{{highlights}},Somma brevemente l'articolo seguente: {{article}}|||{{highlights}}
199,news_stock,summarization,cnn_dailymail_3.0.0.yaml,"Extract key points from the article based on which the stock market could react:

{{article}} |||
{{highlights}}","
Estrai i punti chiave dall'articolo basandoti sul modo in cui il mercato azionario potrebbe reagire:

{{article}} |||
{{highlights}}
","Estrai i punti chiave dall'articolo in base ai quali il mercato azionario potrebbe reagire:

{{article}} |||
{{highlights}}","Estrai i punti chiave dall'articolo in base ai quali il mercato azionario potrebbe reagire:

{{article}} ||| 
{{highlights}}","Estrai i punti chiave dall'articolo in base ai quali il mercato azionario potrebbe reagire:

{{article}} |||
{{highlights}}","Estrai i punti chiave dall'articolo in base ai quali il mercato azionario potrebbe reagire:

{{article}} |||
{{highlights}}","Estrai punti chiave dall'articolo in base ai quali il mercato azionario potrebbe reagire:

{{articolo}} |||
{{punti_chiave}}"
200,spice_up_story,text generation,cnn_dailymail_3.0.0.yaml,"What details would you include in a storyline to make it more engaging and informative?

{{highlights}} |||
{{article}}","
Quali dettagli includeresti in una storia per renderla piÃ¹ accattivante e informativa?

{{highlights}} |||
{{article}}
","Quali dettagli includeresti in una trama per renderla piÃ¹ coinvolgente e informativa?

{{highlights}} |||
{{article}}","Quali dettagli includeresti in una trama per renderla piÃ¹ coinvolgente e informativa?

{{highlights}} |||
{{article}}","Quali dettagli includeresti in una trama per renderla piÃ¹ coinvolgente e informativa?

{{highlights}} |||
{{article}}","Quali dettagli includerebbe una trama per renderla più interessante e informativa?

{{highlights}} |||
{{article}}","Quali dettagli si potrebbero includere in una trama per renderla più interessante e informativa?

{{highlights}} |||
{{articolo}}"
201,generate_summary_for_this,summarization,gigaword.yaml,"{{document}}

===

Generate a title for this article: ||| {{summary}}","
{{document}}

===

Genera un titolo per l'articolo: ||| {{summary}}
",Genera un titolo per questo articolo: ||| {{summary}},Genera un titolo per questo articolo: ||| {{summary}},"{{document}}

===

Genera un titolo per questo articolo: ||| {{summary}}","===
Genera un titolo per questo articolo: ||| {{summary}}","||| {{summary}}

===

=== Introduction ===
ENGLISH: This article provides a brief overview of the {{document}}."
202,reverse_writing,text generation,gigaword.yaml,"Title: {{summary}}

||| {{document}}","
Titolo: {{summary}}

||| {{document}}
","Titolo: {{summary}}

||| {{document}}","Titolo: {{summary}}

||| {{document}}","Titolo: {{summary}}

||| {{document}}","Titolo: {{summary}}

||| {{document}}","Titolo: {{summary}}

||| {{document}}"
203,make_a_title,summarization,gigaword.yaml,"Make a title for this article: {{document}} |||

{{summary}}","
Produci un titolo per questo articolo: {{document}} |||

{{summary}}
","Fai un titolo per questo articolo: {{document}} ||| 

{{summary}}","Fai un titolo per questo articolo: {{document}} |||

{{summary}}","Fai un titolo per questo articolo: {{document}} |||

{{summary}}","Crea un titolo per questo articolo: {{document}} |||

{{summary}}","Titolo per questo articolo: {{document}} |||

{{summary}}

{{context}}

## {{title}}

{{content}}

### {{subtitle}}

{{subcontent}}

### {{subtitle2}}

{{subcontent2}}

### {{subtitle3}}

{{subcontent3}}

### {{subtitle4}}

{{subcontent4}}

### {{subtitle5}}

{{subcontent5}}

### {{subtitle6}}

{{subcontent6}}

### {{subtitle7}}

{{subcontent7}}

### {{subtitle8}}

{{subcontent8}}

### {{subtitle9}}

{{subcontent9}}

### {{subtitle10}}

{{subcontent10}}

### {{subtitle11}}

{{subcontent11}}

### {{subtitle12}}

{{subcontent12}}

### {{subtitle13}}

{{subcontent13}}

### {{subtitle14}}

{{subcontent14}}

### {{subtitle15}}

{{subcontent15}}

### {{subtitle16}}

{{subcontent16}}

### {{subtitle17}}

{{subcontent17}}

### {{subtitle18}}

{{subcontent18}}

### {{subtitle19}}

{{subcontent19}}

### {{subtitle20}}

{{subcontent20}}

### {{subtitle2"
